id,oneway,category,nodes
1243,True,secondary,"['76482738', '482732359']"
1244,False,residential,"['482731911', '1404037126']"
1245,False,residential,"['1404037126', '482731911']"
1246,False,residential,"['1404037126', '7113864522', '476558313']"
1247,False,residential,"['476558313', '7113864522', '1404037126']"
1248,True,residential,"['603884627', '603884628']"
1249,True,residential,"['603884628', '603884627']"
1250,True,residential,"['603884628', '654393155']"
1251,True,residential,"['654393155', '603884628']"
1252,True,residential,"['654393155', '603884631']"
1253,True,residential,"['603884631', '654393155']"
1254,True,trunk_link,"['618167141', '476562809', '476562810', '476562811']"
1255,True,trunk_link,"['476562811', '476562810', '476562809', '618167141']"
1256,False,residential,"['856909497', '856909587', '856909588', '856909530', '623413798', '623414100', '1328999522', '623414105', '623414114', '1328999582', '623414116', '1328999422', '856909354', '856909292', '856909334']"
1257,False,residential,"['856909334', '856909292', '856909354', '1328999422', '623414116', '1328999582', '623414114', '623414105', '1328999522', '623414100', '623413798', '856909530', '856909588', '856909587', '856909497']"
1258,False,residential,"['856909334', '623414118']"
1259,False,residential,"['623414118', '856909334']"
1260,False,residential,"['623414118', '623414122']"
1261,False,residential,"['623414122', '623414118']"
1262,True,secondary,"['385113975', '848690658', '848690496']"
1263,True,secondary,"['848690496', '848690658', '385113975']"
1264,True,secondary,"['848690496', '848690593']"
1265,True,secondary,"['848690593', '848690496']"
1266,True,secondary,"['848690593', '848690659', '848690661', '4075546741', '75355696', '624739173', '624739067']"
1267,True,secondary,"['624739067', '624739173', '75355696', '4075546741', '848690661', '848690659', '848690593']"
1268,True,secondary,"['624739067', '624739178', '624739189', '624739122']"
1269,True,secondary,"['624739122', '624739189', '624739178', '624739067']"
1270,True,secondary,"['624739122', '848690453', '624739194', '624739199', '624739206', '624739211', '152847559']"
1271,True,secondary,"['152847559', '624739211', '624739206', '624739199', '624739194', '848690453', '624739122']"
1272,True,primary,"['476561935', '476561937', '476561939', '1328999425', '476561940', '476561941', '481501843', '476561942', '1328999560']"
1273,True,primary,"['1328999560', '476561942', '481501843', '476561941', '476561940', '1328999425', '476561939', '476561937', '476561935']"
1274,True,primary,"['1328999560', '476561943', '1324294936']"
1275,True,primary,"['1324294936', '476561943', '1328999560']"
1276,True,primary,"['1324294936', '476561944', '1328999442']"
1277,True,primary,"['1328999442', '476561944', '1324294936']"
1278,True,primary,"['1328999442', '476561945', '476562811']"
1279,True,primary,"['476562811', '476561945', '1328999442']"
1280,True,primary,"['476562811', '476561946', '1324294330']"
1281,True,primary,"['1324294330', '476561946', '476562811']"
1282,True,primary,"['1324294330', '476561947']"
1283,True,primary,"['476561947', '1324294330']"
1284,True,primary,"['476561947', '476561948', '476561949', '476561950', '476561951']"
1285,True,primary,"['476561951', '476561950', '476561949', '476561948', '476561947']"
1286,True,primary,"['476561951', '1576353714', '1576353694', '476561952', '623414122']"
1287,True,primary,"['623414122', '476561952', '1576353694', '1576353714', '476561951']"
1288,True,primary,"['623414122', '477444686']"
1289,True,primary,"['477444686', '623414122']"
1290,True,primary,"['477444686', '477444694']"
1291,True,primary,"['477444694', '477444686']"
1292,True,primary,"['477444694', '476560013']"
1293,True,primary,"['476560013', '477444694']"
1294,True,primary,"['476560013', '1324294230']"
1295,True,primary,"['1324294230', '476560013']"
1296,True,primary,"['1324294230', '1324295231']"
1297,True,primary,"['1324295231', '1324294230']"
1298,True,primary,"['1324295231', '482731602']"
1299,True,primary,"['482731602', '1324295231']"
1300,True,primary,"['482731602', '477444967', '482731178']"
1301,True,primary,"['482731178', '477444967', '482731602']"
1302,True,primary,"['482731178', '603884628']"
1303,True,primary,"['603884628', '482731178']"
1304,True,primary,"['603884628', '477444968', '479297994']"
1305,True,primary,"['479297994', '477444968', '603884628']"
1306,True,primary,"['479297994', '601145285']"
1307,True,primary,"['601145285', '479297994']"
1308,True,primary,"['601145285', '477444970', '483103066']"
1309,True,primary,"['483103066', '477444970', '601145285']"
1310,True,primary,"['483103066', '477444973', '483103362']"
1311,True,primary,"['483103362', '477444973', '483103066']"
1312,False,residential,"['639305926', '483099095']"
1313,False,residential,"['483099095', '639305926']"
1314,False,residential,"['483099095', '481499138', '481499142']"
1315,False,residential,"['481499142', '481499138', '483099095']"
1316,False,residential,"['481499142', '4069732170', '481499482']"
1317,False,residential,"['481499482', '4069732170', '481499142']"
1318,False,residential,"['481499482', '1316236682']"
1319,False,residential,"['1316236682', '481499482']"
1320,False,residential,"['1316236682', '483099888']"
1321,False,residential,"['483099888', '1316236682']"
1322,False,residential,"['483099888', '1316237212']"
1323,False,residential,"['1316237212', '483099888']"
1324,False,residential,"['1316237212', '639308705']"
1325,False,residential,"['639308705', '1316237212']"
1326,False,residential,"['639308705', '481499147', '1316236386']"
1327,False,residential,"['1316236386', '481499147', '639308705']"
1328,False,residential,"['1316236386', '1316236395', '1316236963']"
1329,False,residential,"['1316236963', '1316236395', '1316236386']"
1330,False,residential,"['1316236963', '1316236342']"
1331,False,residential,"['1316236342', '1316236963']"
1332,True,secondary,"['639308645', '7114595668', '6547379875', '639308640']"
1333,True,secondary,"['639308640', '6547379875', '7114595668', '639308645']"
1334,True,secondary,"['639308640', '6547379876', '639308641']"
1335,True,secondary,"['639308641', '6547379876', '639308640']"
1336,True,secondary,"['639308643', '6547379873', '639308644', '639308645']"
1337,True,secondary,"['639308645', '639308644', '6547379873', '639308643']"
1338,True,residential,"['639308664', '639308665', '639308640']"
1339,True,residential,"['639308640', '639308665', '639308664']"
1340,True,secondary,"['639308668', '4460275969']"
1341,True,secondary,"['4460275969', '639308668']"
1342,True,secondary,"['4460275969', '639308669', '1316236338']"
1343,True,secondary,"['1316236338', '639308669', '4460275969']"
1344,True,secondary,"['1316236338', '639308672']"
1345,True,secondary,"['639308672', '1316236338']"
1346,True,secondary,"['639308671', '1316471814']"
1347,True,secondary,"['1316471814', '639308671']"
1348,True,secondary,"['1316471814', '93310875']"
1349,True,secondary,"['93310875', '1316471814']"
1350,True,secondary,"['639308672', '639309882', '3356022890', '6547379884', '3356022891', '639308671']"
1351,True,secondary,"['639308671', '3356022891', '6547379884', '3356022890', '639309882', '639308672']"
1352,False,residential,"['639308674', '1316236784']"
1353,False,residential,"['1316236784', '639308674']"
1354,False,residential,"['1316236784', '1316237194']"
1355,False,residential,"['1316237194', '1316236784']"
1356,False,residential,"['1316237194', '1316236763']"
1357,False,residential,"['1316236763', '1316237194']"
1358,False,residential,"['1316236763', '639308675', '639308676']"
1359,False,residential,"['639308676', '639308675', '1316236763']"
1360,False,residential,"['639308676', '1316236984']"
1361,False,residential,"['1316236984', '639308676']"
1362,False,residential,"['1316236984', '639308677', '1316236804']"
1363,False,residential,"['1316236804', '639308677', '1316236984']"
1364,False,residential,"['1316236804', '1316236392']"
1365,False,residential,"['1316236392', '1316236804']"
1366,False,residential,"['1316236392', '639308678', '639308680']"
1367,False,residential,"['639308680', '639308678', '1316236392']"
1368,False,residential,"['639308682', '639308683']"
1369,False,residential,"['639308683', '639308682']"
1370,False,residential,"['482732142', '1316236976']"
1371,False,residential,"['1316236976', '482732142']"
1372,False,residential,"['1316236976', '1316236446']"
1373,False,residential,"['1316236446', '1316236976']"
1374,False,residential,"['1316236446', '1316236381']"
1375,False,residential,"['1316236381', '1316236446']"
1376,False,residential,"['1316236381', '1316236722']"
1377,False,residential,"['1316236722', '1316236381']"
1378,False,residential,"['1316236722', '1316237158']"
1379,False,residential,"['1316237158', '1316236722']"
1380,False,residential,"['1316237158', '1316236926']"
1381,False,residential,"['1316236926', '1316237158']"
1382,False,residential,"['1316236926', '1316237207']"
1383,False,residential,"['1316237207', '1316236926']"
1384,False,residential,"['1316237207', '1316236987']"
1385,False,residential,"['1316236987', '1316237207']"
1386,False,residential,"['1316236987', '1316236887']"
1387,False,residential,"['1316236887', '1316236987']"
1388,False,residential,"['1316236887', '639308676']"
1389,False,residential,"['639308676', '1316236887']"
1390,False,residential,"['639308676', '7113840960']"
1391,False,residential,"['7113840960', '639308676']"
1392,False,residential,"['639308696', '1316198736']"
1393,False,residential,"['1316198736', '639308696']"
1394,False,residential,"['1316198736', '1316198815']"
1395,False,residential,"['1316198815', '1316198736']"
1396,False,residential,"['1316198815', '1316198747']"
1397,False,residential,"['1316198747', '1316198815']"
1398,False,residential,"['1316198747', '1316198796']"
1399,False,residential,"['1316198796', '1316198747']"
1400,False,residential,"['1316198796', '1316198767']"
1401,False,residential,"['1316198767', '1316198796']"
1402,False,residential,"['1316198767', '1316198759']"
1403,False,residential,"['1316198759', '1316198767']"
1404,False,residential,"['1316198759', '1316198740']"
1405,False,residential,"['1316198740', '1316198759']"
1406,False,residential,"['1316198740', '1316198773']"
1407,False,residential,"['1316198773', '1316198740']"
1408,False,residential,"['1316198773', '639308698']"
1409,False,residential,"['639308698', '1316198773']"
1410,False,residential,"['639308698', '1316236932']"
1411,False,residential,"['1316236932', '639308698']"
1412,False,residential,"['1316236932', '1316236669']"
1413,False,residential,"['1316236669', '1316236932']"
1414,False,residential,"['1316236669', '1316236873']"
1415,False,residential,"['1316236873', '1316236669']"
1416,False,residential,"['1316236873', '1316236732']"
1417,False,residential,"['1316236732', '1316236873']"
1418,False,residential,"['1316236732', '6035124545', '1316236792']"
1419,False,residential,"['1316236792', '6035124545', '1316236732']"
1420,False,residential,"['1316236792', '482732996']"
1421,False,residential,"['482732996', '1316236792']"
1422,False,residential,"['482732142', '1316236717']"
1423,False,residential,"['1316236717', '482732142']"
1424,False,residential,"['1316236717', '1316237001']"
1425,False,residential,"['1316237001', '1316236717']"
1426,False,residential,"['1316237001', '1316237112']"
1427,False,residential,"['1316237112', '1316237001']"
1428,False,residential,"['1316237112', '639308701', '1316236642']"
1429,False,residential,"['1316236642', '639308701', '1316237112']"
